
 num     #instances         #bytes  class name
 750:             3             72  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
 751:             3             72  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
 752:             3             72  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
 753:             3             72  java.io.OutputStreamWriter
 754:             3             72  java.net.Inet6Address
 755:             3             72  java.net.InetAddress$CacheEntry
 756:             3             72  java.rmi.server.ObjID
 757:             3             72  java.time.Instant
 758:             3             72  java.util.concurrent.CountDownLatch$Sync
 759:             1             72  java.util.logging.LogManager$RootLogger
 760:             3             72  java.util.regex.Pattern$5
 761:             3             72  java.util.stream.MatchOps$MatchKind
 762:             1             72  org.apache.catalina.servlets.DefaultServlet
 763:             3             72  org.apache.catalina.webresources.EmptyResource
 764:             3             72  org.apache.coyote.ContinueResponseTiming
 765:             3             72  org.apache.tomcat.util.buf.EncodedSolidusHandling
 766:             3             72  org.apache.tomcat.util.http.ConcurrentDateFormat
 767:             3             72  org.springframework.beans.factory.annotation.Autowire
 768:             3             72  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
 769:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
 770:             1             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration
 771:             1             72  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
 772:             1             72  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
 773:             3             72  org.springframework.http.converter.ByteArrayHttpMessageConverter
 774:             3             72  org.springframework.http.converter.ResourceRegionHttpMessageConverter
 775:             9             72  org.springframework.web.context.request.RequestScope
 776:             1             72  org.springframework.web.servlet.function.support.RouterFunctionMapping
 777:             1             72  org.springframework.web.servlet.mvc.ParameterizableViewController
 778:             1             72  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
 779:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
 780:             1             72  org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod
 781:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
 782:             3             72  sun.security.provider.PolicyFile$PolicyEntry
 783:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
 784:             3             72  sun.util.locale.provider.LocaleServiceProviderPool
 785:             4             64  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
 786:             3             64  [Ljava.net.InetAddress;
 787:             2             64  [Ljava.util.stream.StreamOpFlag$Type;
 788:             2             64  [Ljavax.servlet.DispatcherType;
 789:             1             64  [Lorg.apache.catalina.LifecycleState;
 790:             1             64  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
 791:             2             64  [Lorg.apache.coyote.http11.InputFilter;
 792:             2             64  [Lorg.apache.coyote.http11.OutputFilter;
 793:             2             64  [Lorg.springframework.context.annotation.FilterType;
 794:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
 795:             3             64  [Lorg.springframework.core.io.Resource;
 796:             2             64  [Lorg.springframework.http.HttpStatus$Series;
 797:             2             64  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
 798:             1             64  ch.qos.logback.classic.PatternLayout
 799:             4             64  ch.qos.logback.core.pattern.parser.Token
 800:             4             64  ch.qos.logback.core.subst.Token
 801:             4             64  com.fasterxml.jackson.annotation.JsonCreator$Mode
 802:             2             64  com.fasterxml.jackson.core.io.SerializedString
 803:             4             64  com.fasterxml.jackson.databind.deser.DeserializerCache
 804:             4             64  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 805:             4             64  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
 806:             4             64  com.fasterxml.jackson.databind.module.SimpleDeserializers
 807:             4             64  com.fasterxml.jackson.databind.module.SimpleKeyDeserializers
 808:             4             64  com.fasterxml.jackson.databind.ser.SerializerCache
 809:             4             64  com.fasterxml.jackson.databind.util.RootNameLookup
 810:             4             64  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1
 811:             4             64  com.fasterxml.jackson.datatype.jsr310.ser.ZoneIdSerializer
 812:             1             64  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
 813:             4             64  com.intellij.rt.debugger.agent.CaptureStorage$ExceptionCapturedStack
 814:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
 815:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
 816:             4             64  com.sun.proxy.$Proxy1
 817:             4             64  com.sun.proxy.$Proxy37
 818:             4             64  com.sun.proxy.$Proxy8
 819:             2             64  java.io.ExpiringCache
 820:             2             64  java.io.FileOutputStream
 821:             2             64  java.io.PrintStream
 822:             4             64  java.lang.ClassValue$Version
 823:             2             64  java.lang.VirtualMachineError
 824:             2             64  java.lang.reflect.Proxy$Key2
 825:             4             64  java.rmi.server.Operation
 826:             4             64  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
 827:             4             64  java.time.format.DateTimeFormatterBuilder$SettingsParser
 828:             4             64  java.time.format.FormatStyle
 829:             2             64  java.util.Locale$Category
 830:             1             64  java.util.ResourceBundle$RBClassLoader
 831:             4             64  java.util.concurrent.LinkedBlockingQueue$Node
 832:             2             64  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 833:             4             64  java.util.concurrent.Semaphore
 834:             2             64  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 835:             4             64  java.util.regex.Pattern$CharProperty$1
 836:             4             64  java.util.stream.StreamShape
 837:             2             64  javax.management.MBeanConstructorInfo
 838:             1             64  org.apache.catalina.connector.InputBuffer
 839:             1             64  org.apache.catalina.connector.OutputBuffer
 840:             1             64  org.apache.catalina.connector.Response
 841:             1             64  org.apache.catalina.loader.WebappLoader
 842:             1             64  org.apache.catalina.webresources.DirResourceSet
 843:             4             64  org.apache.commons.logging.LogAdapter$LogApi
 844:             1             64  org.apache.coyote.http11.filters.ChunkedInputFilter
 845:             1             64  org.apache.tomcat.util.http.Parameters
 846:             4             64  org.apache.tomcat.util.log.UserDataHelper$Config
 847:             4             64  org.apache.tomcat.util.net.Acceptor$AcceptorState
 848:             2             64  org.apache.tomcat.util.threads.TaskThreadFactory
 849:             2             64  org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder
 850:             1             64  org.springframework.beans.factory.config.DependencyDescriptor
 851:             2             64  org.springframework.beans.propertyeditors.CustomBooleanEditor
 852:             4             64  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
 853:             2             64  org.springframework.boot.availability.AvailabilityChangeEvent
 854:             4             64  org.springframework.boot.convert.CollectionToDelimitedStringConverter
 855:             1             64  org.springframework.boot.jackson.JsonComponentModule
 856:             2             64  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
 857:             1             64  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
 858:             2             64  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
 859:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
 860:             4             64  org.springframework.context.annotation.ScopedProxyMode
 861:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
 862:             4             64  org.springframework.core.convert.support.CollectionToStringConverter
 863:             4             64  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
 864:             4             64  org.springframework.web.accept.ContentNegotiationManager
 865:             2             64  org.springframework.web.context.request.ServletRequestAttributes
 866:             1             64  org.springframework.web.context.request.async.StandardServletAsyncWebRequest
 867:             4             64  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
 868:             4             64  org.springframework.web.servlet.resource.DefaultResourceResolverChain
 869:             2             64  sun.instrument.InstrumentationImpl
 870:             2             64  sun.management.MemoryManagerImpl
 871:             2             64  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 872:             2             64  sun.nio.ch.WindowsSelectorImpl$MapEntry
 873:             2             64  sun.nio.ch.WindowsSelectorImpl$SubSelector
 874:             2             64  sun.reflect.generics.repository.ConstructorRepository
 875:             2             64  sun.rmi.transport.WeakRef
 876:             2             64  sun.util.locale.provider.LocaleResources
 877:             1             56  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
 878:             1             56  [Ljava.lang.Runnable;
 879:             1             56  [Ljava.text.Format;
 880:             1             56  [Lorg.apache.catalina.core.ApplicationFilterConfig;
 881:             3             56  [Lorg.springframework.context.annotation.ComponentScan$Filter;
 882:             1             56  [[I
 883:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer
 884:             1             56  javax.management.remote.rmi.RMIConnectorServer
 885:             1             56  javax.management.remote.rmi.RMIJRMPServerImpl
 886:             1             56  org.apache.catalina.connector.CoyoteReader
 887:             1             56  org.apache.catalina.core.ApplicationContext
 888:             1             56  org.apache.catalina.mapper.Mapper$ContextVersion
 889:             1             56  org.apache.catalina.mapper.MappingData
 890:             1             56  org.apache.catalina.valves.ErrorReportValve
 891:             1             56  org.apache.tomcat.util.modeler.NoDescriptorRegistry$PassthroughMBean
 892:             1             56  org.springframework.asm.Label
 893:             1             56  org.springframework.boot.autoconfigure.jackson.JacksonProperties
 894:             1             56  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
 895:             1             56  org.springframework.boot.autoconfigure.web.ResourceProperties$Cache$Cachecontrol
 896:             1             56  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog
 897:             1             56  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow
 898:             1             56  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletRegistrationBean
 899:             1             56  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
 900:             1             56  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
 901:             1             56  org.springframework.expression.spel.support.StandardEvaluationContext
 902:             1             56  org.springframework.validation.support.BindingAwareModelMap
 903:             1             56  org.springframework.web.servlet.FlashMap
 904:             1             56  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
 905:             3             48  [Lcom.fasterxml.jackson.databind.JavaType;
 906:             1             48  [Lcom.sun.beans.util.Cache$CacheEntry;
 907:             1             48  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit;
 908:             2             48  [Ljava.lang.annotation.RetentionPolicy;
 909:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
 910:             1             48  [Ljava.math.RoundingMode;
 911:             2             48  [Ljava.nio.channels.SelectionKey;
 912:             2             48  [Ljava.rmi.server.Operation;
 913:             2             48  [Ljava.text.SimpleDateFormat;
 914:             2             48  [Ljavax.servlet.SessionTrackingMode;
 915:             3             48  [Lorg.apache.catalina.mapper.Mapper$MappedWrapper;
 916:             1             48  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState;
 917:             2             48  [Lorg.springframework.beans.factory.annotation.Autowire;
 918:             2             48  [Lorg.springframework.boot.ansi.AnsiOutput$Enabled;
 919:             2             48  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
 920:             2             48  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
 921:             2             48  [Lorg.springframework.core.annotation.MergedAnnotation$Adapt;
 922:             2             48  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
 923:             3             48  [Lsun.instrument.TransformerManager$TransformerInfo;
 924:             1             48  [Lsun.management.counter.Units;
 925:             1             48  [Lsun.util.logging.PlatformLogger$Level;
 926:             1             48  [[Ljava.lang.Object;
 927:             1             48  ch.qos.logback.classic.encoder.PatternLayoutEncoder
 928:             1             48  ch.qos.logback.classic.pattern.DateConverter
 929:             2             48  ch.qos.logback.core.joran.spi.ConsoleTarget
 930:             3             48  ch.qos.logback.core.spi.FilterReply
 931:             3             48  ch.qos.logback.core.subst.Tokenizer$TokenizerState
 932:             2             48  ch.qos.logback.core.util.COWArrayList
 933:             2             48  ch.qos.logback.core.util.CachingDateFormatter
 934:             3             48  com.fasterxml.jackson.databind.ser.std.NumberSerializer
 935:             2             48  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
 936:             2             48  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
 937:             2             48  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
 938:             1             48  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer
 939:             1             48  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer
 940:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
 941:             2             48  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
 942:             3             48  com.sun.proxy.$Proxy30
 943:             3             48  com.sun.proxy.$Proxy31
 944:             3             48  com.sun.proxy.$Proxy48
 945:             3             48  com.sun.proxy.$Proxy7
 946:             2             48  java.beans.MethodRef
 947:             2             48  java.io.BufferedOutputStream
 948:             3             48  java.lang.annotation.RetentionPolicy
 949:             3             48  java.lang.invoke.MethodHandles$Lookup
 950:             2             48  java.lang.ref.ReferenceQueue$Null
 951:             3             48  java.lang.reflect.Proxy$KeyX
 952:             2             48  java.lang.reflect.ReflectPermission
 953:             3             48  java.nio.charset.CodingErrorAction
 954:             3             48  java.text.AttributedCharacterIterator$Attribute
 955:             3             48  java.time.ZoneOffset
 956:             3             48  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser
 957:             2             48  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
 958:             3             48  java.time.format.ResolverStyle
 959:             2             48  java.time.temporal.IsoFields$Unit
 960:             2             48  java.util.Currency
 961:             3             48  java.util.Hashtable$KeySet
 962:             2             48  java.util.Random
 963:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView
 964:             3             48  java.util.concurrent.ConcurrentHashMap$ValuesView
 965:             3             48  java.util.concurrent.CountDownLatch
 966:             1             48  java.util.logging.LogManager
 967:             2             48  java.util.regex.Pattern$7
 968:             3             48  java.util.stream.Collector$Characteristics
 969:             1             48  java.util.zip.ZipFile$ZipFileInflaterInputStream
 970:             1             48  java.util.zip.ZipFile$ZipFileInputStream
 971:             3             48  javax.servlet.SessionTrackingMode
 972:             3             48  org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight
 973:             1             48  org.apache.catalina.core.DefaultInstanceManager
 974:             1             48  org.apache.catalina.core.StandardContextValve
 975:             1             48  org.apache.catalina.core.StandardEngineValve
 976:             1             48  org.apache.catalina.core.StandardHostValve
 977:             1             48  org.apache.catalina.mapper.MapperListener
 978:             3             48  org.apache.catalina.realm.RealmBase$AllRolesMode
 979:             1             48  org.apache.catalina.startup.Tomcat
 980:             1             48  org.apache.catalina.util.StandardSessionIdGenerator
 981:             1             48  org.apache.catalina.webresources.Cache
 982:             3             48  org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus
 983:             1             48  org.apache.coyote.http11.Http11OutputBuffer
 984:             2             48  org.apache.tomcat.util.buf.UEncoder$SafeCharsSet
 985:             2             48  org.apache.tomcat.util.collections.SynchronizedQueue
 986:             2             48  org.apache.tomcat.util.http.MimeHeaders
 987:             2             48  org.apache.tomcat.util.http.parser.HttpParser
 988:             3             48  org.apache.tomcat.util.http.parser.SkipResult
 989:             3             48  org.apache.tomcat.util.log.UserDataHelper$Mode
 990:             1             48  org.apache.tomcat.util.modeler.NoDescriptorRegistry
 991:             2             48  org.apache.tomcat.util.net.NioChannel
 992:             1             48  org.apache.tomcat.util.net.NioSelectorPool
 993:             3             48  org.apache.tomcat.util.net.SendfileState
 994:             2             48  org.apache.tomcat.util.net.SocketBufferHandler
 995:             1             48  org.apache.tomcat.util.scan.StandardJarScanFilter
 996:             1             48  org.apache.tomcat.util.threads.TaskQueue
 997:             1             48  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
 998:             3             48  org.springframework.beans.factory.config.EmbeddedValueResolver
 999:             2             48  org.springframework.beans.propertyeditors.CharacterEditor
1000:             3             48  org.springframework.boot.Banner$Mode
1001:             3             48  org.springframework.boot.WebApplicationType
1002:             3             48  org.springframework.boot.ansi.AnsiOutput$Enabled
1003:             3             48  org.springframework.boot.autoconfigure.cache.CacheCondition
1004:             3             48  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
1005:             3             48  org.springframework.boot.autoconfigure.condition.SearchStrategy
1006:             3             48  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute
1007:             3             48  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form
1008:             3             48  org.springframework.boot.context.properties.source.ConfigurationPropertyState
1009:             2             48  org.springframework.boot.logging.LoggerGroup
1010:             1             48  org.springframework.boot.logging.logback.ExtendedWhitespaceThrowableProxyConverter
1011:             1             48  org.springframework.boot.task.TaskExecutorBuilder
1012:             1             48  org.springframework.boot.web.embedded.tomcat.LazySessionIdGenerator
1013:             1             48  org.springframework.boot.web.servlet.filter.OrderedCharacterEncodingFilter
1014:             3             48  org.springframework.context.annotation.AnnotationScopeMetadataResolver
1015:             3             48  org.springframework.core.annotation.PackagesAnnotationFilter
1016:             3             48  org.springframework.core.convert.support.GenericConversionService$Converters
1017:             2             48  org.springframework.core.env.PropertiesPropertySource
1018:             2             48  org.springframework.core.type.filter.AnnotationTypeFilter
1019:             3             48  org.springframework.expression.spel.SpelCompilerMode
1020:             2             48  org.springframework.expression.spel.SpelParserConfiguration
1021:             3             48  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1022:             2             48  org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter
1023:             3             48  org.springframework.jmx.support.RegistrationPolicy
1024:             2             48  org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver
1025:             3             48  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1026:             3             48  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
1027:             2             48  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMethodArgumentResolver
1028:             2             48  org.springframework.web.servlet.mvc.method.annotation.PathVariableMethodArgumentResolver
1029:             2             48  org.springframework.web.servlet.resource.DefaultResourceTransformerChain
1030:             2             48  org.springframework.web.servlet.resource.PathResourceResolver
1031:             1             48  org.springframework.web.servlet.view.ContentNegotiatingViewResolver
1032:             3             48  sun.instrument.TransformerManager
1033:             2             48  sun.instrument.TransformerManager$TransformerInfo
1034:             3             48  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1035:             2             48  sun.misc.URLClassPath$FileLoader
1036:             2             48  sun.nio.ch.AllocatedNativeObject
1037:             2             48  sun.nio.ch.PollArrayWrapper
1038:             2             48  sun.nio.ch.WindowsSelectorImpl$FinishLock
1039:             2             48  sun.nio.ch.WindowsSelectorImpl$StartLock
1040:             1             48  sun.rmi.runtime.Log$InternalStreamHandler
1041:             2             48  sun.rmi.transport.LiveRef
1042:             2             48  sun.rmi.transport.tcp.TCPTransport
1043:             2             48  sun.security.jca.ProviderList
1044:             1             40  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1045:             1             40  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
1046:             1             40  [Lcom.fasterxml.jackson.core.JsonParser$NumberType;
1047:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
1048:             1             40  [Lcom.sun.management.VMOption$Origin;
1049:             1             40  [Ljava.time.format.TextStyle;
1050:             1             40  [Ljava.util.concurrent.TimeUnit;
1051:             1             40  [Lorg.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition;
1052:             1             40  [Lorg.apache.tomcat.util.net.SocketEvent;
1053:             2             40  [Lorg.springframework.asm.Type;
1054:             2             40  [Lorg.springframework.boot.context.properties.source.PropertyMapper;
1055:             1             40  [Lorg.springframework.cglib.proxy.CallbackInfo;
1056:             1             40  ch.qos.logback.core.BasicStatusManager
1057:             1             40  com.fasterxml.jackson.annotation.JsonFormat$Value
1058:             1             40  com.fasterxml.jackson.databind.cfg.ConfigOverride$Empty
1059:             1             40  com.fasterxml.jackson.databind.util.StdDateFormat
1060:             1             40  com.sun.beans.finder.MethodFinder$1
1061:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
1062:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
1063:             1             40  java.lang.ProcessEnvironment
1064:             1             40  java.util.concurrent.ConcurrentSkipListMap
1065:             1             40  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
1066:             1             40  org.apache.catalina.core.ApplicationSessionCookieConfig
1067:             1             40  org.apache.catalina.realm.MessageDigestCredentialHandler
1068:             1             40  org.apache.coyote.http11.filters.IdentityInputFilter
1069:             1             40  org.apache.tomcat.util.buf.Utf8Decoder
1070:             1             40  org.apache.tomcat.util.modeler.AttributeInfo
1071:             1             40  org.apache.tomcat.util.net.NioEndpoint$Poller
1072:             1             40  org.slf4j.bridge.SLF4JBridgeHandler
1073:             1             40  org.springframework.beans.SimpleTypeConverter
1074:             1             40  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
1075:             1             40  org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$1
1076:             1             40  org.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog
1077:             1             40  org.springframework.boot.autoconfigure.web.ServerProperties$Servlet
1078:             1             40  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter
1079:             1             40  org.springframework.boot.context.logging.LoggingApplicationListener
1080:             1             40  org.springframework.boot.web.servlet.filter.OrderedFormContentFilter
1081:             1             40  org.springframework.boot.web.servlet.filter.OrderedRequestContextFilter
1082:             1             40  org.springframework.boot.web.servlet.server.Session$Cookie
1083:             1             40  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader
1084:             5             40  org.springframework.core.StandardReflectionParameterNameDiscoverer
1085:             1             40  org.springframework.core.task.SimpleAsyncTaskExecutor
1086:             1             40  org.springframework.ui.context.support.ResourceBundleThemeSource
1087:             1             40  org.springframework.web.accept.ContentNegotiationManagerFactoryBean
1088:             1             40  org.springframework.web.context.request.ServletWebRequest
1089:             1             40  org.springframework.web.context.request.async.WebAsyncManager
1090:             1             40  org.springframework.web.cors.CorsConfiguration
1091:             5             40  org.springframework.web.cors.DefaultCorsProcessor
1092:             1             40  org.springframework.web.method.support.ModelAndViewContainer
1093:             1             40  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry
1094:             1             40  org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver
1095:             1             40  sun.misc.Cleaner
1096:             1             40  sun.nio.cs.ISO_8859_1$Decoder
1097:             1             40  sun.nio.cs.StandardCharsets$Aliases
1098:             1             40  sun.nio.cs.StandardCharsets$Cache
1099:             1             40  sun.nio.cs.StandardCharsets$Classes
1100:             2             32  [Lch.qos.logback.core.Appender;
1101:             1             32  [Lch.qos.logback.core.pattern.parser.TokenStream$TokenizerState;
1102:             1             32  [Lch.qos.logback.core.subst.Token$Type;
1103:             1             32  [Lcom.fasterxml.jackson.annotation.JsonCreator$Mode;
1104:             1             32  [Lcom.fasterxml.jackson.annotation.Nulls;
1105:             1             32  [Lcom.fasterxml.jackson.core.JsonEncoding;
1106:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
1107:             2             32  [Ljava.beans.PropertyChangeListener;
1108:             2             32  [Ljava.lang.Enum;
1109:             1             32  [Ljava.lang.OutOfMemoryError;
1110:             2             32  [Ljava.lang.StackTraceElement;
1111:             1             32  [Ljava.lang.ThreadGroup;
1112:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
1113:             1             32  [Ljava.lang.management.MemoryPoolMXBean;
1114:             2             32  [Ljava.net.InetSocketAddress;
1115:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser;
1116:             1             32  [Ljava.time.format.FormatStyle;
1117:             1             32  [Ljava.time.format.SignStyle;
1118:             1             32  [Ljava.time.temporal.IsoFields$Field;
1119:             1             32  [Ljava.util.stream.StreamOpFlag;
1120:             1             32  [Ljava.util.stream.StreamShape;
1121:             1             32  [Ljavax.servlet.http.MappingMatch;
1122:             2             32  [Lorg.apache.catalina.WebResource;
1123:             1             32  [Lorg.apache.commons.logging.LogAdapter$LogApi;
1124:             1             32  [Lorg.apache.coyote.ErrorState;
1125:             1             32  [Lorg.apache.tomcat.util.descriptor.web.FilterMap;
1126:             1             32  [Lorg.apache.tomcat.util.http.SameSiteCookies;
1127:             1             32  [Lorg.apache.tomcat.util.http.ServerCookie;
1128:             1             32  [Lorg.apache.tomcat.util.log.UserDataHelper$Config;
1129:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
1130:             1             32  [Lorg.apache.tomcat.util.net.Acceptor$AcceptorState;
1131:             1             32  [Lorg.springframework.boot.ansi.AnsiStyle;
1132:             1             32  [Lorg.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace;
1133:             1             32  [Lorg.springframework.boot.cloud.CloudPlatform;
1134:             1             32  [Lorg.springframework.core.annotation.MergedAnnotations$SearchStrategy;
1135:             1             32  [Lorg.springframework.core.annotation.TypeMappedAnnotations$IsPresent;
1136:             1             32  [Lsun.nio.fs.WindowsPathType;
1137:             1             32  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
1138:             1             32  [[Ljava.lang.invoke.LambdaForm$Name;
1139:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
1140:             1             32  ch.qos.logback.classic.pattern.LevelConverter
1141:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
1142:             1             32  ch.qos.logback.classic.pattern.LoggerConverter
1143:             1             32  ch.qos.logback.classic.pattern.MessageConverter
1144:             1             32  ch.qos.logback.classic.pattern.ThreadConverter
1145:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
1146:             2             32  ch.qos.logback.core.subst.Node$Type
1147:             2             32  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1148:             4             32  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1149:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
1150:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
1151:             2             32  com.fasterxml.jackson.databind.ser.std.BooleanSerializer
1152:             4             32  com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers
1153:             4             32  com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers
1154:             4             32  com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier
1155:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer
1156:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer
1157:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalTimeDeserializer
1158:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.MonthDayDeserializer
1159:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.OffsetTimeDeserializer
1160:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.YearDeserializer
1161:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.YearMonthDeserializer
1162:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.DurationSerializer
1163:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateSerializer
1164:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer
1165:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalTimeSerializer
1166:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.MonthDaySerializer
1167:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.OffsetTimeSerializer
