
 num     #instances         #bytes  class name
1413:             3             24  ch.qos.logback.core.spi.LogbackLock
1414:             1             24  com.fasterxml.jackson.annotation.JsonInclude$Value
1415:             1             24  com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators
1416:             1             24  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
1417:             1             24  com.fasterxml.jackson.databind.ser.std.DateSerializer
1418:             1             24  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
1419:             1             24  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
1420:             1             24  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
1421:             1             24  com.fasterxml.jackson.databind.type.TypeBindings
1422:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.DurationDeserializer
1423:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport
1424:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup
1425:             1             24  com.sun.jmx.mbeanserver.Repository
1426:             1             24  com.sun.jmx.mbeanserver.StandardMBeanSupport
1427:             1             24  com.sun.org.apache.xalan.internal.utils.FeatureManager$Feature
1428:             1             24  java.io.SerializablePermission
1429:             1             24  java.io.WinNTFileSystem
1430:             1             24  java.lang.invoke.DirectMethodHandle$EnsureInitialized
1431:             1             24  java.lang.invoke.MethodHandleImpl$4
1432:             1             24  java.lang.invoke.MethodHandleImpl$ArrayAccessor$1
1433:             1             24  java.lang.invoke.MethodHandleImpl$BindCaller$1
1434:             1             24  java.net.Socket
1435:             1             24  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser
1436:             1             24  java.util.Collections$SynchronizedRandomAccessList
1437:             1             24  java.util.PropertyPermissionCollection
1438:             1             24  java.util.concurrent.ConcurrentSkipListMap$HeadIndex
1439:             1             24  java.util.concurrent.ConcurrentSkipListMap$Node
1440:             1             24  java.util.concurrent.Executors$DefaultThreadFactory
1441:             1             24  java.util.concurrent.SynchronousQueue
1442:             1             24  java.util.logging.LogManager$LoggerContext
1443:             1             24  java.util.logging.LogManager$SystemLoggerContext
1444:             1             24  java.util.logging.LoggingPermission
1445:             1             24  org.apache.catalina.core.ApplicationContextFacade
1446:             1             24  org.apache.catalina.core.StandardContext$ContextFilterMaps
1447:             1             24  org.apache.catalina.mapper.Mapper
1448:             1             24  org.apache.catalina.mapper.Mapper$MappedContext
1449:             1             24  org.apache.catalina.mapper.Mapper$MappedWrapper
1450:             1             24  org.apache.catalina.startup.CatalinaBaseConfigurationSource
1451:             1             24  org.apache.catalina.util.ParameterMap
1452:             1             24  org.apache.coyote.AbstractProtocol$ConnectionHandler
1453:             1             24  org.apache.coyote.http11.filters.BufferedInputFilter
1454:             1             24  org.apache.coyote.http11.filters.GzipOutputFilter
1455:             1             24  org.apache.tomcat.util.buf.B2CConverter
1456:             1             24  org.apache.tomcat.util.buf.CharsetCache$DummyCharset
1457:             1             24  org.apache.tomcat.util.collections.ConcurrentCache
1458:             1             24  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
1459:             1             24  org.apache.tomcat.util.descriptor.web.ErrorPage
1460:             1             24  org.apache.tomcat.util.http.ServerCookies
1461:             1             24  org.apache.tomcat.util.net.NioBlockingSelector
1462:             1             24  org.apache.tomcat.util.net.NioChannel$1
1463:             1             24  org.apache.tomcat.util.net.NioEndpoint$SocketProcessor
1464:             1             24  org.apache.tomcat.util.net.SocketBufferHandler$1
1465:             1             24  org.apache.tomcat.util.scan.StandardJarScanner
1466:             1             24  org.apache.tomcat.websocket.server.WsWriteTimeout
1467:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1468:             1             24  org.slf4j.impl.StaticLoggerBinder
1469:             1             24  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
1470:             1             24  org.springframework.beans.factory.annotation.InjectionMetadata$1
1471:             1             24  org.springframework.beans.factory.config.RuntimeBeanReference
1472:             1             24  org.springframework.beans.propertyeditors.ByteArrayPropertyEditor
1473:             1             24  org.springframework.beans.propertyeditors.CharArrayPropertyEditor
1474:             1             24  org.springframework.beans.propertyeditors.CharsetEditor
1475:             1             24  org.springframework.beans.propertyeditors.ClassArrayEditor
1476:             1             24  org.springframework.beans.propertyeditors.ClassEditor
1477:             1             24  org.springframework.beans.propertyeditors.CurrencyEditor
1478:             1             24  org.springframework.beans.propertyeditors.FileEditor
1479:             1             24  org.springframework.beans.propertyeditors.InputSourceEditor
1480:             1             24  org.springframework.beans.propertyeditors.InputStreamEditor
1481:             1             24  org.springframework.beans.propertyeditors.LocaleEditor
1482:             1             24  org.springframework.beans.propertyeditors.PathEditor
1483:             1             24  org.springframework.beans.propertyeditors.PatternEditor
1484:             1             24  org.springframework.beans.propertyeditors.PropertiesEditor
1485:             1             24  org.springframework.beans.propertyeditors.ReaderEditor
1486:             1             24  org.springframework.beans.propertyeditors.TimeZoneEditor
1487:             1             24  org.springframework.beans.propertyeditors.URLEditor
1488:             1             24  org.springframework.beans.propertyeditors.UUIDEditor
1489:             1             24  org.springframework.beans.propertyeditors.ZoneIdEditor
1490:             1             24  org.springframework.boot.DefaultApplicationArguments$Source
1491:             1             24  org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar
1492:             1             24  org.springframework.boot.autoconfigure.freemarker.FreeMarkerTemplateAvailabilityProvider
1493:             1             24  org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider
1494:             1             24  org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy
1495:             1             24  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener
1496:             1             24  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
1497:             1             24  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
1498:             1             24  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders
1499:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties
1500:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Chain
1501:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Fixed
1502:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Jetty
1503:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Contentnegotiation
1504:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Format
1505:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController
1506:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
1507:             1             24  org.springframework.boot.context.config.ConfigFileApplicationListener
1508:             1             24  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
1509:             1             24  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean
1510:             1             24  org.springframework.boot.context.properties.source.ConfigurationProperty
1511:             1             24  org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
1512:             1             24  org.springframework.boot.env.OriginTrackedMapPropertySource
1513:             1             24  org.springframework.boot.env.RandomValuePropertySource
1514:             1             24  org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource
1515:             1             24  org.springframework.boot.web.server.Compression
1516:             1             24  org.springframework.boot.web.server.ErrorPage
1517:             1             24  org.springframework.boot.web.servlet.context.WebApplicationContextServletContextAwareProcessor
1518:             1             24  org.springframework.boot.web.servlet.context.WebServerStartStopLifecycle
1519:             1             24  org.springframework.boot.web.servlet.server.Jsp
1520:             1             24  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
1521:             1             24  org.springframework.cglib.core.EmitUtils$ArrayDelimiters
1522:             1             24  org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a
1523:             1             24  org.springframework.cglib.core.internal.LoadingCache
1524:             1             24  org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData
1525:             1             24  org.springframework.context.annotation.AnnotatedBeanDefinitionReader
1526:             1             24  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
1527:             1             24  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver
1528:             1             24  org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform$1
1529:             1             24  org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform$2
1530:             1             24  org.springframework.context.event.AbstractApplicationEventMulticaster$DefaultListenerRetriever
1531:             1             24  org.springframework.context.event.EventExpressionEvaluator
1532:             1             24  org.springframework.context.support.DelegatingMessageSource
1533:             1             24  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1
1534:             1             24  org.springframework.core.annotation.TypeMappedAnnotations$Aggregate
1535:             1             24  org.springframework.core.env.MapPropertySource
1536:             1             24  org.springframework.core.env.PropertySource$StubPropertySource
1537:             1             24  org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
1538:             1             24  org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler
1539:             1             24  org.springframework.objenesis.SpringObjenesis
1540:             1             24  org.springframework.web.accept.MappingMediaTypeFileExtensionResolver
1541:             1             24  org.springframework.web.context.support.ServletContextPropertySource
1542:             3             24  org.springframework.web.method.annotation.MapMethodProcessor
1543:             1             24  org.springframework.web.method.annotation.ModelFactory
1544:             1             24  org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolver
1545:             1             24  org.springframework.web.method.annotation.SessionAttributesHandler
1546:             1             24  org.springframework.web.servlet.HandlerExecutionChain
1547:             1             24  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
1548:             1             24  org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler
1549:             1             24  org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver
1550:             1             24  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler
1551:             1             24  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
1552:             3             24  org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolver
1553:             3             24  org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResolver
1554:             1             24  org.springframework.web.servlet.support.SessionFlashMapManager
1555:             1             24  sun.management.MemoryImpl
1556:             1             24  sun.management.RuntimeImpl
1557:             1             24  sun.management.VMManagementImpl
1558:             1             24  sun.management.jmxremote.LocalRMIServerSocketFactory$1
1559:             1             24  sun.misc.JarIndex
1560:             3             24  sun.net.www.protocol.jar.Handler
1561:             1             24  sun.nio.ch.Util$BufferCache
1562:             1             24  sun.nio.cs.ISO_8859_1
1563:             1             24  sun.nio.cs.StandardCharsets
1564:             1             24  sun.nio.cs.US_ASCII
1565:             1             24  sun.nio.cs.UTF_16
1566:             1             24  sun.nio.cs.UTF_16BE
1567:             1             24  sun.nio.cs.UTF_16LE
1568:             1             24  sun.nio.cs.UTF_8
1569:             1             24  sun.nio.cs.ext.GBK
1570:             1             24  sun.nio.fs.WindowsFileSystem
1571:             1             24  sun.nio.fs.WindowsSecurityDescriptor
1572:             1             24  sun.rmi.transport.proxy.RMIMasterSocketFactory
1573:             1             16  [Lch.qos.logback.core.filter.Filter;
1574:             1             16  [Lcom.fasterxml.jackson.databind.AbstractTypeResolver;
1575:             1             16  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
1576:             1             16  [Lcom.fasterxml.jackson.databind.ser.BeanSerializerModifier;
1577:             1             16  [Lcom.fasterxml.jackson.databind.util.ClassUtil$Ctor;
1578:             1             16  [Lcom.sun.org.apache.xalan.internal.utils.FeatureManager$Feature;
1579:             1             16  [Ljava.beans.EventSetDescriptor;
1580:             1             16  [Ljava.beans.PropertyDescriptor;
1581:             1             16  [Ljava.lang.Throwable;
1582:             1             16  [Ljava.lang.reflect.Field;
1583:             1             16  [Ljava.nio.file.attribute.FileAttribute;
1584:             1             16  [Ljava.security.Provider;
1585:             1             16  [Ljava.security.cert.Certificate;
1586:             1             16  [Ljava.text.FieldPosition;
1587:             1             16  [Ljava.util.logging.Handler;
1588:             1             16  [Lorg.apache.catalina.Service;
1589:             1             16  [Lorg.apache.catalina.connector.Connector;
1590:             1             16  [Lorg.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry;
1591:             1             16  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
1592:             1             16  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
1593:             1             16  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
1594:             1             16  [Lorg.apache.catalina.servlets.DefaultServlet$CompressionFormat;
1595:             1             16  [Lorg.apache.tomcat.util.descriptor.web.ApplicationParameter;
1596:             1             16  [Lorg.apache.tomcat.util.descriptor.web.SecurityConstraint;
1597:             1             16  [Lorg.apache.tomcat.util.modeler.NotificationInfo;
1598:             1             16  [Lorg.springframework.beans.factory.config.DependencyDescriptor;
1599:             1             16  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
1600:             1             16  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName;
1601:             1             16  [Lorg.springframework.web.context.request.async.CallableProcessingInterceptor;
1602:             1             16  [Lorg.springframework.web.context.request.async.DeferredResultProcessingInterceptor;
1603:             1             16  [Lsun.launcher.LauncherHelper;
1604:             1             16  [Lsun.misc.JavaSecurityProtectionDomainAccess$ProtectionDomainCache;
1605:             1             16  ch.qos.logback.classic.pattern.TargetLengthBasedClassNameAbbreviator
1606:             1             16  ch.qos.logback.classic.selector.DefaultContextSelector
1607:             1             16  ch.qos.logback.classic.spi.TurboFilterList
1608:             1             16  ch.qos.logback.classic.util.ContextSelectorStaticBinder
1609:             1             16  ch.qos.logback.classic.util.LogbackMDCAdapter
1610:             1             16  ch.qos.logback.core.LifeCycleManager
1611:             1             16  ch.qos.logback.core.spi.AppenderAttachableImpl
1612:             1             16  ch.qos.logback.core.spi.FilterAttachableImpl
1613:             1             16  com.fasterxml.jackson.annotation.JsonFormat$Features
1614:             1             16  com.fasterxml.jackson.annotation.JsonSetter$Value
1615:             1             16  com.fasterxml.jackson.core.util.Separators
1616:             1             16  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
1617:             1             16  com.fasterxml.jackson.databind.ext.Java7SupportImpl
1618:             1             16  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
1619:             1             16  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1620:             1             16  com.fasterxml.jackson.databind.ser.impl.UnknownSerializer
1621:             1             16  com.fasterxml.jackson.databind.ser.std.NullSerializer
1622:             1             16  com.fasterxml.jackson.databind.ser.std.StringSerializer
1623:             1             16  com.fasterxml.jackson.databind.ser.std.UUIDSerializer
1624:             1             16  com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector
1625:             1             16  com.hzp.meet.demos.web.JstackController
1626:             1             16  com.hzp.meet.demos.web.ThreadLocalTestController
1627:             1             16  com.hzp.meet.demos.web.ThreadPoolExecutorTestController
1628:             1             16  com.intellij.rt.debugger.agent.CaptureAgent$FieldKeyProvider
1629:             1             16  com.intellij.rt.debugger.agent.CaptureStorage$1
1630:             1             16  com.sun.beans.util.Cache$Kind$1
1631:             1             16  com.sun.beans.util.Cache$Kind$2
1632:             1             16  com.sun.beans.util.Cache$Kind$3
1633:             1             16  com.sun.jmx.mbeanserver.DescriptorCache
1634:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator
1635:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector
1636:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository
1637:             1             16  com.sun.proxy.$Proxy11
1638:             1             16  com.sun.proxy.$Proxy12
1639:             1             16  com.sun.proxy.$Proxy14
1640:             1             16  com.sun.proxy.$Proxy16
1641:             1             16  com.sun.proxy.$Proxy18
1642:             1             16  com.sun.proxy.$Proxy2
1643:             1             16  com.sun.proxy.$Proxy21
1644:             1             16  com.sun.proxy.$Proxy35
1645:             1             16  com.sun.proxy.$Proxy53
1646:             1             16  com.sun.proxy.$Proxy9
1647:             1             16  java.lang.Double
1648:             1             16  java.lang.Float
1649:             1             16  java.lang.InheritableThreadLocal
1650:             1             16  java.lang.ProcessEnvironment$CheckedKeySet
1651:             2             16  java.lang.Shutdown$Lock
1652:             1             16  java.lang.StringBuilder
1653:             1             16  java.lang.invoke.MethodType$ConcurrentWeakInternSet
1654:             1             16  java.net.Inet6AddressImpl
1655:             1             16  java.nio.Bits$1$1
1656:             1             16  java.nio.charset.CoderResult$1
1657:             1             16  java.nio.charset.CoderResult$2
1658:             1             16  java.rmi.server.RemoteObjectInvocationHandler
1659:             1             16  java.rmi.server.RemoteObjectInvocationHandler$MethodToHash_Maps
1660:             1             16  java.security.AllPermission
1661:             1             16  java.security.AllPermissionCollection
1662:             1             16  java.security.Policy$PolicyInfo
1663:             1             16  java.security.Policy$UnsupportedEmptyCollection
1664:             1             16  java.security.ProtectionDomain$2$1
1665:             1             16  java.text.DontCareFieldPosition$1
1666:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser
1667:             1             16  java.time.format.DecimalStyle
1668:             1             16  java.time.temporal.IsoFields$Field$1
1669:             1             16  java.time.temporal.IsoFields$Field$2
1670:             1             16  java.time.temporal.IsoFields$Field$3
1671:             1             16  java.time.temporal.IsoFields$Field$4
1672:             1             16  java.util.Collections$EmptyList
1673:             1             16  java.util.Collections$EmptyMap
1674:             1             16  java.util.Comparator$$Lambda$6/7124096
1675:             1             16  java.util.Hashtable$EntrySet
1676:             1             16  java.util.IdentityHashMap$EntrySet
1677:             1             16  java.util.IdentityHashMap$Values
1678:             1             16  java.util.Locale$Cache
1679:             1             16  java.util.Optional
1680:             1             16  java.util.ResourceBundle$Control$CandidateListCache
1681:             1             16  java.util.WeakHashMap$KeySet
1682:             1             16  java.util.concurrent.ConcurrentSkipListSet
1683:             1             16  java.util.concurrent.SynchronousQueue$TransferStack
1684:             2             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
1685:             1             16  java.util.concurrent.TimeUnit$1
1686:             1             16  java.util.concurrent.TimeUnit$2
1687:             1             16  java.util.concurrent.TimeUnit$3
1688:             1             16  java.util.concurrent.TimeUnit$4
1689:             1             16  java.util.concurrent.TimeUnit$5
1690:             1             16  java.util.concurrent.TimeUnit$6
1691:             1             16  java.util.concurrent.TimeUnit$7
1692:             1             16  java.util.jar.Manifest
1693:             1             16  java.util.logging.SimpleFormatter
1694:             1             16  java.util.regex.Pattern$4
1695:             1             16  java.util.regex.Pattern$Begin
1696:             1             16  java.util.regex.Pattern$Dot
1697:             1             16  java.util.regex.Pattern$LastNode
1698:             1             16  java.util.regex.Pattern$Node
1699:             1             16  java.util.regex.Pattern$Prolog
1700:             1             16  javax.management.remote.rmi.RMIJRMPServerImpl$ExportedWrapper
1701:             1             16  javax.websocket.CloseReason
1702:             1             16  org.apache.catalina.connector.CoyoteAdapter
1703:             1             16  org.apache.catalina.connector.CoyoteInputStream
1704:             1             16  org.apache.catalina.connector.RequestFacade
1705:             1             16  org.apache.catalina.connector.ResponseFacade
1706:             1             16  org.apache.catalina.core.ApplicationMapping
1707:             1             16  org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor
1708:             1             16  org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessorMonitor
1709:             1             16  org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener
1710:             1             16  org.apache.catalina.core.StandardServer$$Lambda$377/19807887
1711:             1             16  org.apache.catalina.core.StandardServer$$Lambda$378/6892016
1712:             1             16  org.apache.catalina.mapper.Mapper$ContextList
1713:             1             16  org.apache.catalina.util.CharsetMapper
1714:             1             16  org.apache.catalina.webresources.TomcatURLStreamHandlerFactory
1715:             1             16  org.apache.coyote.AbstractProtocol$$Lambda$451/19725155
1716:             1             16  org.apache.coyote.AbstractProtocol$$Lambda$453/9079732
1717:             1             16  org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer
1718:             1             16  org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer
1719:             1             16  org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
1720:             1             16  org.apache.coyote.http11.filters.VoidOutputFilter
1721:             1             16  org.apache.juli.logging.LogFactory
1722:             1             16  org.apache.naming.StringManager
1723:             1             16  org.apache.tomcat.util.buf.CharsetCache
1724:             1             16  org.apache.tomcat.util.file.ConfigurationSource$1
1725:             1             16  org.apache.tomcat.util.http.Rfc6265CookieProcessor
1726:             1             16  org.apache.tomcat.util.http.parser.MediaTypeCache
1727:             1             16  org.apache.tomcat.util.threads.ScheduledThreadPoolExecutor
1728:             1             16  org.apache.tomcat.websocket.WsExtension
1729:             1             16  org.apache.tomcat.websocket.server.WsFilter
1730:             1             16  org.apache.tomcat.websocket.server.WsSessionListener
1731:             1             16  org.springframework.beans.TypeConverterDelegate
1732:             1             16  org.springframework.beans.factory.parsing.FailFastProblemReporter
1733:             2             16  org.springframework.beans.factory.support.NullBean
1734:             1             16  org.springframework.beans.support.ResourceEditorRegistrar
1735:             1             16  org.springframework.boot.DefaultApplicationArguments
1736:             1             16  org.springframework.boot.SpringApplicationBannerPrinter$PrintedBanner
1737:             1             16  org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin
1738:             1             16  org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry
1739:             1             16  org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages
1740:             1             16  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$SharedMetadataReaderFactoryBean
1741:             1             16  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$1
1742:             1             16  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$2
1743:             1             16  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$1
1744:             1             16  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$2
1745:             1             16  org.springframework.boot.autoconfigure.condition.OnResourceCondition
1746:             1             16  org.springframework.boot.autoconfigure.context.LifecycleProperties
1747:             1             16  org.springframework.boot.autoconfigure.context.MessageSourceAutoConfiguration$ResourceBundleCondition
1748:             1             16  org.springframework.boot.autoconfigure.http.HttpMessageConverters
1749:             1             16  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$NotReactiveWebApplicationCondition
1750:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration
1751:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration$GitResourceAvailableCondition
1752:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoProperties
1753:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Build
1754:             1             16  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git
1755:             1             16  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer
1756:             1             16  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration
1757:             1             16  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener$ConditionEvaluationReportListener
1758:             1             16  org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Shutdown
1759:             1             16  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Pool
1760:             1             16  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown
1761:             1             16  org.springframework.boot.autoconfigure.web.ErrorProperties$Whitelabel
1762:             1             16  org.springframework.boot.autoconfigure.web.OnEnabledResourceChainCondition
1763:             1             16  org.springframework.boot.autoconfigure.web.ResourceProperties$Cache
1764:             1             16  org.springframework.boot.autoconfigure.web.ResourceProperties$Content
1765:             1             16  org.springframework.boot.autoconfigure.web.ResourceProperties$Strategy
1766:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Netty
1767:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Mbeanregistry
1768:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource
1769:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Threads
1770:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options
1771:             1             16  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Threads
1772:             1             16  org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition
1773:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer
1774:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$309/3775874
1775:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$313/13217578
1776:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$318/30320560
1777:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$322/12947435
1778:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$327/3427173
1779:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$338/16147541
1780:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$342/14030723
1781:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$345/14836671
1782:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$358/18154983
1783:             1             16  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$370/18724231
1784:             1             16  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DefaultDispatcherServletCondition
1785:             1             16  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition
1786:             1             16  org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration
1787:             1             16  org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration$LocaleCharsetMappingsCustomizer
1788:             1             16  org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration
1789:             1             16  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
1790:             1             16  org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer
1791:             1             16  org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer$$Lambda$294/32206364
1792:             1             16  org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer$$Lambda$295/25940299
1793:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Async
1794:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Pathmatch
1795:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Servlet
1796:             1             16  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View
1797:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration
1798:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration
1799:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer
1800:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorTemplateMissingCondition
1801:             1             16  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration
1802:             1             16  org.springframework.boot.availability.ApplicationAvailabilityBean
1803:             1             16  org.springframework.boot.builder.ParentContextCloserApplicationListener
